0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900060,SISTEMA E (PASTEURIZA. Y ULTRA PASTER ),46571,PLAN MTTO PREDIC. SISTEMA C,13186651,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO PREDIC. FILTRO PRENSA JUGOS,13186646,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,698430,FILTRO PRENSA,46565,PLAN MTTO PREDICTIVO FILTRO DE BUJIAS,13186645,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,alto,,"0,5",PLAN MTTO PREDIC. FILTRO PRENSA JUGOS,13186647,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900060,SISTEMA E (PASTEURIZA. Y ULTRA PASTER ),46571,PLAN MTTO PREDIC. SISTEMA C,13186651,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO PREDIC. SISTEMA D (PREP),13186649,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,alto,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900061,SISTEMA F (CIP),46572,PLAN MTTO PREDIC. SISTEMA C,13186652,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO PREDIC. SISTEMA D (PREP),13186650,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900058,SISTEMA C (DISOLUCCION DE AZUCAR ),46568,PLAN MTTO PREDIC. FILTRO PRENSA JUGOS,13186648,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO PREDIC. SISTEMA C,13186651,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900056,SISTEMA A (DRUMP DUMPER ),46566,PLAN MTTO PREDIC. FILTRO PRENSA JUGOS,13186646,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO PREDICTIVO FILTRO DE BUJIAS,13186645,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,alto,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900059,SISTEMA D (PREPARACION  ),46570,PLAN MTTO PREDIC. SISTEMA D (PREP),13186650,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO PREDIC. SISTEMA C,13186651,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900060,SISTEMA E (PASTEURIZA. Y ULTRA PASTER ),46571,PLAN MTTO PREDIC. SISTEMA C,13186651,ANALISIS DE LA CALIDAD DE ACEITE,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO PREDIC. SISTEMA C,13186652,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,698430,FILTRO PRENSA,46565,PLAN MTTO PREDICTIVO FILTRO DE BUJIAS,13186645,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,alto,,"0,5",PLAN MTTO PREDIC. FILTRO PRENSA JUGOS,13186648,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900056,SISTEMA A (DRUMP DUMPER ),46566,PLAN MTTO PREDIC. FILTRO PRENSA JUGOS,13186646,MTTO FUGAS DE AIRE ULTRASONIDO,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO PREDIC. FILTRO PRENSA JUGOS,13186646,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,719664,TANQUE AGUA OZONIZADA,34972,PLAN MTTO ELE TQ AGUA OZONIZADA 719664,13135095,MTTO SENSORES,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,"0,5",PLAN MTTO PREDIC. SISTEMA D (PREP),13186650,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",900101,LAVADORA DE BOTELLAS,55897,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,INTERCAMBIADORES DE CALOR DE PLACAS,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5",PLAN MTTO PREDIC. SISTEMA C,13186651,ANALISIS DE LA CALIDAD DE ACEITE,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-LINEA 4,LINEA DE ENVASADO LATA,630006,CONDENSADOR EVAPORATIVO,7176,PLAN MTTO LUB CONDENSADOR EVAP L4 630006,13185716,LUBRICACION DE COJINETES MOTOR M1 y M2.,PM02,ABIE,2024-01-31,,Muy elevado/Urgente,,"0,2",PLAN MTTO PREDICTIVO FILTRO DE BUJIAS,13186645,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,alto,,"0,5"
0011,GASCOL SUR,0011-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,659634,TANQUES DE COMBUSTIBLE,22000,PLAN MTTO ELE TANQUES DE COMBUS 659634,13152867,COMPROBAR QUE LOS TANQUES ESTEN DEBIDAME,PM02,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO PREDIC. FILTRO PRENSA JUGOS,13186646,MTTO FUGAS DE AIRE ULTRASONIDO,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",900101,LAVADORA DE BOTELLAS,55897,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,PRESION ADECUADA DE AIRE,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5",PLAN MTTO ELE TQ AGUA OZONIZADA 719664,13135095,MTTO SENSORES,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,659604,TANQUES DE COMBUSTIBLE,29007,PLAN MTTO ELE TANQUES DE COMBUS 659604,13135082,COMPROBAR QUE LOS TANQUES ESTEN DEBIDAME,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,"0,5",PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,INTERCAMBIADORES DE CALOR DE PLACAS,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5"
0011,GASCOL SUR,0011-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,710307,DEPALETIZADORA,28838,PLAN MTTO LUB DEPALETIZADORA L5 710307,13225174,LUBRICAR UNIDAD MTTO SIST MOTRIZ,PM02,ABIE,2024-01-31,,Muy elevado/Urgente,,1,PLAN MTTO LUB CONDENSADOR EVAP L4 630006,13185716,LUBRICACION DE COJINETES MOTOR M1 y M2.,PM02,ABIE,2024-01-31,,Muy elevado/Urgente,,"0,2"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",900101,LAVADORA DE BOTELLAS,55897,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,SISTEMAS DE EXTRACION DE ETIQUETA,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5",PLAN MTTO ELE TANQUES DE COMBUS 659634,13152867,COMPROBAR QUE LOS TANQUES ESTEN DEBIDAME,PM02,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",900101,LAVADORA DE BOTELLAS,55897,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,PRESION ADECUADA BOMBAS DE CALENTAMIENTO,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5",PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,PRESION ADECUADA DE AIRE,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",900101,LAVADORA DE BOTELLAS,55897,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,TIEMPOS DE MECANISMO DE CARGUE Y DESCARG,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5",PLAN MTTO ELE TANQUES DE COMBUS 659604,13135082,COMPROBAR QUE LOS TANQUES ESTEN DEBIDAME,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",828996,PROCESADOR DE BEBIDA,9893,PLAN MTTO MEC PROCESADOR BEBIDA 828996,13239873,DRENAR ACEITE DE RED DE AMONÍACO EN LOS,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,"0,5",PLAN MTTO LUB DEPALETIZADORA L5 710307,13225174,LUBRICAR UNIDAD MTTO SIST MOTRIZ,PM02,ABIE,2024-01-31,,Muy elevado/Urgente,,1
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900058,SISTEMA C (DISOLUCCION DE AZUCAR ),46568,PLAN MTTO PREDIC. FILTRO PRENSA JUGOS,13186648,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,SISTEMAS DE EXTRACION DE ETIQUETA,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900061,SISTEMA F (CIP),46572,PLAN MTTO PREDIC. SISTEMA C,13186652,MTTO FUGAS DE AIRE ULTRASONIDO,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,PRESION ADECUADA BOMBAS DE CALENTAMIENTO,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900061,SISTEMA F (CIP),15690,PLAN MTTO ELE SISTEMA F (CIP) 900061,13190437,MTTO BORNERAS MOTORES,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,TIEMPOS DE MECANISMO DE CARGUE Y DESCARG,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5"
0011,GASCOL SUR,0011-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,710307,DEPALETIZADORA,28838,PLAN MTTO LUB DEPALETIZADORA L5 710307,13225174,LUBRICACION CONJUNTO DE RODILLOS MESA DE,PM02,ABIE,2024-01-31,,Muy elevado/Urgente,,"0,5",PLAN MTTO MEC PROCESADOR BEBIDA 828996,13239873,DRENAR ACEITE DE RED DE AMONÍACO EN LOS,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",900101,LAVADORA DE BOTELLAS,55897,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,FUNCIONAMIENTO DE RIEGOS,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5",PLAN MTTO PREDIC. FILTRO PRENSA JUGOS,13186648,MEDICION AMPERAJES Y AISLAMIENTOS,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",518625,LLENADORA H&K,41405,PLAN MTTO LUB LLENADORA 518625,13240064,LUBRICACIÓN SEMANAL,PM02,ABIE,2024-01-30,,,,"0,5",PLAN MTTO PREDIC. SISTEMA C,13186652,MTTO FUGAS DE AIRE ULTRASONIDO,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70948202,BOMBAS AGUA LAVADORAS,4092,PLAN MTTO ELE BOMBAS AGUA LAV 70948202,13134977,MTTO DE BORNERAS MOTORES,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1,PLAN MTTO ELE SISTEMA F (CIP) 900061,13190437,MTTO BORNERAS MOTORES,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",900101,LAVADORA DE BOTELLAS,55897,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,CADENAS TABLE-TOP MESA CARGUE,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5",PLAN MTTO LUB DEPALETIZADORA L5 710307,13225174,LUBRICACION CONJUNTO DE RODILLOS MESA DE,PM02,ABIE,2024-01-31,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",900101,LAVADORA DE BOTELLAS,55897,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,UNIDADES DE MTTO DE AIRE COMPRIMIDO,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5",PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,FUNCIONAMIENTO DE RIEGOS,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5"
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900060,SISTEMA E (PASTEURIZA. Y ULTRA PASTER ),46571,PLAN MTTO PREDIC. SISTEMA C,13186651,MTTO FUGAS DE AIRE ULTRASONIDO,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO LUB LLENADORA 518625,13240064,LUBRICACIÓN SEMANAL,PM02,ABIE,2024-01-30,,,,"0,5"
0011,GASCOL SUR,0011-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,709492,FLOCULADOR No 2,34809,PLAN MTTO ELE FLOCULAD No 2 PTAP 709492,13190549,MTTO BORNERAS MOTOR,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1,PLAN MTTO ELE BOMBAS AGUA LAV 70948202,13134977,MTTO DE BORNERAS MOTORES,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1
0011,GASCOL SUR,0011-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69002101,TINA DE BALANCEO,20544,PLAN MTTO MEC TINA DE BALANCEO 69002101,13225093,COMPROBAR NIVEL Y ESTANQUEIDAD.,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,"0,5",PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,CADENAS TABLE-TOP MESA CARGUE,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",599561,INSPECTOR ELECTRONICO HEUFT,55907,PLAN DE MTTO LUB INSPECTOR L1 599561,13240090,LUBRICACION SISTEMA ELEVADOR IN LINE,PM02,ABIE,2024-01-30,,,,"0,5",PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,UNIDADES DE MTTO DE AIRE COMPRIMIDO,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5"
0011,GASCOL SUR,0011-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,719664,TANQUE AGUA OZONIZADA,34972,PLAN MTTO ELE TQ AGUA OZONIZADA 719664,13135095,MTTO BORNERAS DE MOTORES,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1,PLAN MTTO PREDIC. SISTEMA C,13186651,MTTO FUGAS DE AIRE ULTRASONIDO,PM07,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69960601,TANQUE DE PREPARACION DE JARABES # 1,20547,PLAN MTTO ELE TANQUE PREP No. 1 69960601,13135014,MTTO BORNERAS MOTOR,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1,PLAN MTTO ELE FLOCULAD No 2 PTAP 709492,13190549,MTTO BORNERAS MOTOR,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1
0011,GASCOL SUR,0011-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69960619,TANQUE DE PREPARACION DE JARABES # 14,21996,"PLAN MTTO ELE TANQ PREP No 14, 69960619",13135048,MTTO BORNERAS MOTOR,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1,PLAN MTTO MEC TINA DE BALANCEO 69002101,13225093,COMPROBAR NIVEL Y ESTANQUEIDAD.,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,"0,5"
0011,GASCOL SUR,0011-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,829074,COMPRESOR TORNILLO AIRE,29167,PLAN MTTO ELE COMPRES TORNI AIRE 829074,13135084,MTTO VALVULAS SOLENOIDES Y CONTROLES DE,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1,PLAN DE MTTO LUB INSPECTOR L1 599561,13240090,LUBRICACION SISTEMA ELEVADOR IN LINE,PM02,ABIE,2024-01-30,,,,"0,5"
0011,GASCOL SUR,0011-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70965103,TANQUE ALMACENAMIENTO AGUA MR TEA,29195,PLAN MTTO ELE TANQUE 70965103 ALMACENAMI,13135090,MTTO ELECTROVALVULAS,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1,PLAN MTTO ELE TQ AGUA OZONIZADA 719664,13135095,MTTO BORNERAS DE MOTORES,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1
0011,GASCOL SUR,0011-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900059,SISTEMA D (PREPARACION  ),46569,PLAN MTTO PREDIC. SISTEMA D (PREP),13186649,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,alto,,"0,5",PLAN MTTO ELE TANQUE PREP No. 1 69960601,13135014,MTTO BORNERAS MOTOR,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",900101,LAVADORA DE BOTELLAS,55897,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,PRESION ADECUADA BOMBA DE ENJUAGUE FINAL,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5","PLAN MTTO ELE TANQ PREP No 14, 69960619",13135048,MTTO BORNERAS MOTOR,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1
0011,GASCOL SUR,0011-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70965103,TANQUE ALMACENAMIENTO AGUA MR TEA,29195,PLAN MTTO ELE TANQUE 70965103 ALMACENAMI,13135090,MTTO SENSORES,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1,PLAN MTTO ELE COMPRES TORNI AIRE 829074,13135084,MTTO VALVULAS SOLENOIDES Y CONTROLES DE,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",820030,TANDEM DE PALETIZADO,20433,PLAN MTTO LUB TANDEM PALETIZAD L3 820030,13239889,LUBRICACIÓN SEMANAL,PM02,ABIE,2024-01-29,,Muy elevado/Urgente,,"0,5",PLAN MTTO ELE TANQUE 70965103 ALMACENAMI,13135090,MTTO ELECTROVALVULAS,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1
0011,GASCOL SUR,0011-LINEA 4,LINEA DE ENVASADO LATA,630006,CONDENSADOR EVAPORATIVO,7176,PLAN MTTO LUB CONDENSADOR EVAP L4 630006,13185716,LUBRICACION GENERAL DE CHUMACERAS,PM02,ABIE,2024-01-31,,Muy elevado/Urgente,,"0,2",PLAN MTTO PREDIC. SISTEMA D (PREP),13186649,TERMOGRAFÍA TAB. POTENCIA Y CONTROL,PM07,ABIE,2024-01-29,,alto,,"0,5"
0011,GASCOL SUR,0011-LINEA PET AGUA ALIGERADA,LINEA PET AGUA ALIGERADA,579082,PALETIZADORA,28879,PLAN MTTO ELE PALETIZADORA 579082,13225185,MTTO A FOTOCELDAS.,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1,PLAN DE MTTO MEC LAV BOTELLAS L1 900101,13240085,PRESION ADECUADA BOMBA DE ENJUAGUE FINAL,PM02,ABIE,2024-01-29,,medio/Moderado,,"0,5"
0011,GASCOL SUR,0011-LINEA 1,"LINEA DE ENVASADO 1.25 l, 1,5 l  Y  2 l",518625,LLENADORA H&K,41405,PLAN MTTO LUB LLENADORA 518625,13240064,LUBRICACIÓN QUINCENAL,PM02,ABIE,2024-01-30,,,,"0,5",PLAN MTTO ELE TANQUE 70965103 ALMACENAMI,13135090,MTTO SENSORES,PM02,ABIE,2024-01-30,,Muy elevado/Urgente,,1
