0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,90003901,ELEVADOR DE TAPAS,20856,MANTENIMIENTO MECANICO ELEVADOR DE TAPAS,13216064,INSPECCION SEMANAL ELEVADOR DE TAPAS,PM02,ABIE,2024-01-05 05:00:00,,,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,900095,DEPALETIZADORA,10361,MANTENIMIENTO MECANICO DEPALETIZADORA,13215944,INSPECCION SEMANAL DEPALETIZADORA,PM02,ABIE,2024-01-05 05:00:00,,,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900073,SISTEMA C (DISOLUCION AZUCAR),10445,MANTENIMIENTO MECANICO SISTEMA C,13215962,INSPECCION SEMANAL SISTEMA C,PM02,ABIE,2024-01-05 05:00:00,,,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709767,BOMBA AGUA TORRE PASTEURIZADOR #1,44258,PLAN MTTO MEC.BOMBA AGUA TORRE PASTER #1,13216164,INSPECCION SEMANAL BOMBA AGUA TORRE 1,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900074,SISTEMA D (MEZCLA JUGO),10446,MANTENIMIENTO MECANICO SISTEMA D,13215966,INSPECCION SEMANAL SISTEMA D,PM02,ABIE,2024-01-05 05:00:00,,,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,90006701,CALENTADOR DE BOTELLAS,20716,MANT MECANICO CALENTADOR BOTELLAS,13216052,INSPECCION SEMANAL CALENTADOR BOTELLAS,PM02,ABIE,2024-01-05 05:00:00,,,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,589700,CODIFICADOR DE TINTA,42267,PLAN MTTO CODIFICADOR ELECT. TETRA L9,13216096,INSPECCION SEMANAL CODIFICADOR,PM02,ABIE,2024-01-05 05:00:00,,bajo/Medio,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709773,BOMBA AGUA HELADA ENVIO #1,44261,PLAN MTTO MEC.BOMBA AGUA HELADA ENVIO #1,13216169,INSPECCION SEM. BOMBA AGUA HELADA ENVIO,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709769,BOMBA AGUA TORRE PASTEURIZADOR #2,44259,PLAN MTTO MEC.BOMBA AGUA TORRE PASTER #2,13216165,INSPECCION SEMANAL BOMBA AGUA PASTER 2,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709774,BOMBA AGUA HELADA ENVIO #2,44262,PLAN MTTO MEC.BOMBA AGUA HELADA ENVIO #2,13216171,INSPECCION SEM. BOMBA AGUA HELADA ENVIO,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709775,BOMBA AGUA HELADA RECIRCULACIÓN #1,44263,PLAN MTTO BOMBA AGUA HELADA RECIRC.#1,13216172,INSPECCION SEM. BOMBA AGUA HELADA REC. 1,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709776,BOMBA AGUA HELADA RECIRCULACIÓN #2,44264,PLAN MTTO BOMBA AGUA HELADA RECIRC. #2,13216174,INSPECCION SEM. BOMBA AGUA HELADA REC. 2,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,709778,BOMBA ENVIO PRODUCTO LINEA LITRO,44265,PLAN MTTO BOMBA ENVIO PROD. LINEA LITRO,13216176,INSPECCION SEM. BOMBA ENVIO PROD. LINEA9,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,709779,BOMBA RETORNO CIP TANQUES PREP. LITRO,44266,PLAN MTTO BOMBA RETOR CIP TANQUES PREPL9,13216177,INSPECCION SEM. BOMBA RETORNO CIP TANQUE,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900071,SISTEMA A (DRUMP DUMPER),10443,MANTENIMIENTO MECANICO SISTEMA A,13215952,INSPECCION SEMANAL SISTEMA A,PM02,ABIE,2024-01-05 05:00:00,,,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900072,SISTEMA B (RECONSTITUCION JUGO),10444,MANTENIMIENTO MECANICO SISTEMA B,13215956,INSPECCION SEMANAL SISTEMA B,PM02,ABIE,2024-01-05 05:00:00,,,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,749250,SUBESTACION ELECTRICA,20851,MANT ELECTRICO SUBESTACION ELECTRICA,13216058,INSPECCION SEMANAL SUBESTACION,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,900078,TORRE DE ENFRIAMIENTO,20743,MANT MECANICOTORRE ENFRIAMIENTO 2,13216055,INSPECCION SEMANAL TORRE ENFRIAM. 1 Y 2,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,51955102,CONTROLADOR,20854,MANTENIMIENTO ELECTRICO CONTROLADOR,13216063,INSPECCION SEMANAL CONTROLADOR L7,PM02,ABIE,2024-01-05 05:00:00,,,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,690027,CHILLER,23341,MANTENIMIENTO MECANICO CHILLER TETRA PAK,13216076,INSPECCION SEMANAL CHILLER TETRA L7,PM02,ABIE,2024-01-05 05:00:00,,,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-PLANTA DE AGUA,TRATAMIENTO DE AGUA PARA ENVASADO,70963301,FILTRO DE ARENA,20602,MANTENIMIENTO MECANICO FILTRO ARENA 4,13216029,INSPECCION SEMANAL FILTRO DE ARENA,PM02,ABIE,2024-01-05 05:00:00,,,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,829899,LUBRICACION DE TRANSPORTADORES,42447,PLAN MTTO SISTEMA LUBRIC. TRANSPOR TETL9,13216141,INSPECCION SEMANAL SIST. LUBRICACION L9,PM02,ABIE,2024-01-05 05:00:00,,bajo/Medio,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,70961509,FILTRO DE CARBON 84 PULG 77 GPM JUGOS,49624,PLAN MTTO MECANIC FILTRO CARBON 70961509,13216201,INSPECCION SEMANAL FILTRO 70961509,PM02,ABIE,2024-01-08 05:00:00,,Henao Nelson,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,560017,LAVADORA DE CAJAS,18768,MANTENIMIENTO MECANICO LAVADORA CAJAS,13215994,INSPECCION SEMANAL LAVADORA CAJAS,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,900069,COOLER TUNEL ENFRIAMIENTO,10504,MANTENIMIENTO MECANICO COOLER,13215980,INSPECCION SEMANAL COOLER,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,538693,TAPADORA,40873,PLAN DE MTTO MECANICO CAPSULADORA 538693,13216084,INSPECCIÓN SEMANAL CAPSULADORA,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,728583,LLENADORA TETRA PAK A3 FLEX,42306,PLAN MTTO MEC. LLENADORA 728583,13216098,INSPECCION SEMANAL LLENADORA 728583,PM02,ABIE,2024-01-05 05:00:00,,alto,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,709777,BOMBA DOBLE TORNILLO,42448,PLAN MTTO BOMBA DOBLETORNILLO MIX SIST B,13216144,INSPECCION SEMANAL BOMBA DOBLETORNILLO,PM02,ABIE,2024-01-05 05:00:00,,bajo/Medio,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,659672,SKID CALENTAMIENTO INGREDIENTES,42471,PLAN MTTO SKID CALENTAMIENTO INGREDIENTE,13216154,INSPECCION SEMANAL SKID CALENTA INGREDIE,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,749668,UPS LINEA LITRO,42413,PLAN MTTO MECANICO UPS LINEA TETRA L9,13216120,INSPECCION SEMANAL UPS TETRA L9,PM02,ABIE,2024-01-05 05:00:00,,alto,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,710098,TAPONADORA DE ENVASES,42461,PLAN MTTO GENERAL HELICAP TETRA L9,13216151,INSPECCION SEMANAL HELICAP L9,PM02,ABIE,2024-01-05 05:00:00,,alto,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,709766,TRASIEGO DE PULPA ASEPTICA,42444,PLAN MTTO MEC TRASIEGO DE PULPA ASEPTICA,13216132,INSPECCION SEMANAL TRASIEGO PULPA ASEPTI,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,739548,TUNEL DE TERMOENCOGIDO - MEI,40925,PLAN DE MTTO MECANICO TUNEL 739548,13216091,INSPECCION SEMANAL TUNEL,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,659671,TANQUE PREPARACIÓN LITRO #2,42473,PLAN MTTO MEC TANQUE PREPARACIÓN LITRO 2,13216162,INSPECCION SEMANAL TANQUE TETRA PAK L9,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,698442,INTERCAMBIADOR DE CALOR JARABE SIMPLE,42419,PLAN MTTO INTERCAMB. CALOR JARABE SIMPLE,13216126,INSPECCION SEMANAL INTERCAM.CALOR JARABE,PM02,ABIE,2024-01-05 05:00:00,,alto,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,710327,ENCARTONADORA,42327,PLAN MTTO ENCARTONADORA TETRA L9,13216100,INSPECCION SEMANAL ENCARTONADORA,PM02,ABIE,2024-01-05 05:00:00,,alto,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,829077,MIXER JARABE SIMPLE,42397,PLAN MTTO MEC. MIXER JARABE SIMPLE,13216111,INSPECCION SEMANAL MIXER JARABE SIMPLE,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,829908,LINE CONTROLLER,42412,PLAN MTTO ELECTRICO CONTROLADOR TETRA L9,13216118,INSPECCION SEMANAL CONTROLADOR L9,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,709771,BOMBA AGUA TORRE CHILLER #1,44260,PLAN MTTO MEC.BOMBA AGUA TORRE CHILLER#1,13216167,INSPECCION SEMANAL BOMBA AGUA CHILLER1,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,1",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,829711,ELEVADOR DE TAPAS,42418,PLAN MTTO MEC. ELEVADOR TAPAS TETRAL9,13216123,INSPECCION SEMANAL ELEVADOR TAPAS,PM02,ABIE,2024-01-05 05:00:00,,alto,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,659669,SKID CALENTAMIENTO JARABE SIMPLE,42420,PLAN MTTO SKID CALENTAMIEN JARABE SIMPLE,13216129,INSPECCION SEMANAL SKID CALENTA JARABE S,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-PLANTA DE AGUA,TRATAMIENTO DE AGUA PARA ENVASADO,70963306,FILTRO DE CARBON,20606,MANTENIMIENTO MECANICO FILTRO CARBON 2,13216036,INSPECCION SEMANAL FILTRO CARBON 2,PM02,ABIE,2024-01-05 05:00:00,,,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-PLANTA DE AGUA,TRATAMIENTO DE AGUA PARA ENVASADO,70963316,FILTRO DE CARBON AMPLIACION MR. TEA,20610,MANT MECANICO FILTRO CARBON AMPL MR.TEA2,13216044,INSPECCION SEMANAL FILTRO CARBON MR TEA,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,90006801,TRANSPORTADOR DE TAPAS,20715,MANT MECANICO TRANSPORTADOR DE TAPAS,13216050,INSPECCION SEMANAL TRANSPORTADOR TAPAS,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PLANTA DE AGUA,TRATAMIENTO DE AGUA PARA ENVASADO,70000901,SUAVIZADOR,20613,MANTENIMIENTO MECANICO SUAVIZADOR 2,13216048,PM-INSPECCION SEMANAL SUAVIZADOR,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PLANTA DE AGUA,TRATAMIENTO DE AGUA PARA ENVASADO,70963319,TANQUE ALMACENAMIENTO AGUA MR TEA,21093,MANT MECANICO TANQUE ALMAC AGUA MR TEA,13216066,INSPECCION SEMANAL TANQUE AGUA MR TEA,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,829913,TRANSPORTADORES DE BOTELLAS,57276,PLAN MTTO MECANIC TRANSPORTADORES 829913,13216230,INSPECCION SEMANAL TRANSPORTADOR BOTELLA,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,830000,LAVADORA DE BOTELLAS,57260,PLAN DE MTTO MECANICO LAVADORA 830000,13216225,INSPECCION SEMANAL LAVADORA DE BOTELLAS,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,900068,CORONADORA,10501,MANTENIMIENTO MECANICO CORONADORA,13215977,INSPECCION SEMANAL CORONADORA,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,659667,TANQUE PREPARACIÓN CIP #1,42445,PLAN MTTO MEC TANQUE PREPARACIÓN CIPSODA,13216136,INSPECCION SEMANAL TAQNUE CIP SODA,PM02,ABIE,2024-01-05 05:00:00,,bajo/Medio,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,659670,TANQUE PREPARACIÓN CIP #2,42446,PLAN MTTO MECANICO TANQUE CIP ACIDO,13216138,INSPECCION SEMANAL TANQUE CIP ACIDO,PM02,ABIE,2024-01-05 05:00:00,,bajo/Medio,,"0,2",
0092,POSTOBÓN MEDELLÍN,0092-PLANTA DE AGUA,TRATAMIENTO DE AGUA PARA ENVASADO,70963303,FILTRO DE ARENA,20604,MANTENIMIENTO MECANICO FILTRO ARENA 3,13216033,INSPECCION SEMANAL FILTRO ARENA 3,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PLANTA DE AGUA,TRATAMIENTO DE AGUA PARA ENVASADO,70963308,FILTRO DE ARENA AMPLIACION MR. TEA,20608,MANT MECANICO FILTRO ARENA AMPL MR. TE,13216041,INSPECCION SEMANAL FILTRO ARENA  MR TEA,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,90007401,PULIDORES JUGOS HIT,20601,PLAN MANTENIMIENTO PULIDOR JUGOS HIT,13216028,INSPECCION SEMANAL PULIDOR,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PLANTA CONCENTRADOS,SALA DE CONCENTRADOS,900618,TANQUE 1- SALA CONCENTRADOS,30911,MANTENIMIENTO MECANICO TANQUE 1 CONCENT,13216080,INSPECCION SEMANAL TANQUE 1 CONCENTRADOS,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,548108,EMPACADORA,18766,MANTENIMIENTO ELECTRICO EMPACADORA,13215991,INSPECCION SEMANAL EMPACADORA,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PLANTA DE AGUA,TRATAMIENTO DE AGUA PARA ENVASADO,70963307,FILTRO DE CARBON,20607,MANTENIMIENTO MECANICO FILTRO CARBON 3,13216038,INSPECCION SEMANAL FILTRO CARBON 3,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,599575,INSPECTOR ELECTRONICO,18254,MANTENIMIENTO MECANICO INSP ELECTRONICO,13215988,INSPECCION SEMANAL INSP. ELECTRONICO,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900075,SISTEMA E-J (PASTERIZADOR JUGO/AVENA),10447,MANTENIMIENTO MECANICO SISTEMA E-J,13215969,INSPECCION SEMANAL SISTEMA E-J,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,90007001,CODIFICADOR,10502,PLAN MTTO ELÉCTRICO CODIFICADOR,13215979,INSPECCIÓN SEMANAL CODIFICADOR 90007001,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,820178,SECADOR AIRE FRIGORIFICO,44305,PLAN MTTO MEC. SECADOR AIRE ATLAS,13216183,INSPECCION SEMANAL SECADOR DE AIRE,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,659668,TANQUE PREPARACIÓN LITRO #1,42472,PLAN MTTO MEC TANQUE PREPARACIÓN LITRO,13216158,INSPECCION SEMANAL TANQUE 1TETRA LITRO,PM02,ABIE,2024-01-05 05:00:00,,medio/Moderado,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,69963304,TINA  TETRAPACK,21129,MANTENIMIENTO MECANICO TINA  TETRAPAK 2,13216073,INSPECCION SEMANAL TANQUE TETRA L7,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,900308,SISTEMA CIP,20050,MANTENIMIENTO MECANICO SISTEMA ALCIP B,13216014,INSPECCION SEMANAL ALCIP 2,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,53868401,UPS - EMERSON,19353,MANTENIMIENTO MECANCIO UPS TETRAPAK,13216004,INSPECCION SEMANAL UPS TETRA PAK,PM02,ABIE,2024-01-05 05:00:00,,,,"0,5",
