79,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,62903301,TANQUE ALMACENAMIENTO AMONIACO,26017,PLAN MTTO INSP TANQ AMONIACO EA 62903302,",",INSPECCIÓN SEMANAL TK AMONIACO,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUQUE SIERRA ANDRES FELIPE,bajo,1
79,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,62903303,CUARTO BOMBAS ENFRIAMIENTO,26015,PLAN MTTO INSP CUARTO BOMBAS EA 62903303,",",INSPECCIÓN SEMANAL CUARTO BOMBAS,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Acosta Edgardo,bajo,3
79,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,68963203,RED DE GAS NATURAL,29928,PLAN MTTO INSP RED GAS NATURAL 68963203,",",INSPECCIÓN SEMANAL RED DE GAS NATURAL,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Acosta Edgardo,bajo,1
79,POSTOBÓN BELLO,0079-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX POSTMIX,71021001,APLICADOR DE HOT MELT DE BIB,26011,PLAN MTTO INSP APLICADOR H.M L4 710210,",",INSPECCIÓN SEMANAL APLICADOR HOTMEAL B&B,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUQUE SIERRA ANDRES FELIPE,bajo,1
79,POSTOBÓN BELLO,0079-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX POSTMIX,71021002,TRANSPORTADOR DE RODILLOS,26012,PLAN MTTO INSP TRAN RODILLOS L4 71021002,",",INSPECCIÓN SEMANAL TRANSP DE RODILLOS,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUQUE SIERRA ANDRES FELIPE,bajo,1
79,POSTOBÓN BELLO,0079-LINEA DISPENSADORES,LINEA ENVASADO BAG IN BOX POSTMIX,71021003,TANQUE PARA JARABE BIB,26013,PLAN MTTO INSP TANQUE JARABE L4 71021003,",",INSPECCIÓN SEMANAL TK PARA JARABES B&B,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUQUE SIERRA ANDRES FELIPE,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,829862,TRANSPORTADOR DE AZUCAR TIPO TORNILLO,25906,PLAN MTTO INSP TRANS. AZ. SALJA 829862,",",INSPECCIÓN SEMANAL TRANSP DE AZUCAR TORN,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Carlos Jaramillo,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69963128,PUENTE GRÚA TIPO MONORIEL,25909,PLAN MTTO INSP PUENTE GRÚA SALJA 6996312,",",INSPECCIÓN SEMANAL PUENTE GRÚA,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Carlos Jaramillo,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69963511,FILTRO DE PLACAS FILTROX,25942,PLAN MTTO INSP FIL PLA SALJA 69963511,",",INSPECCIÓN SEMANAL PLACA FILTROX,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Carlos Jaramillo,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69963605,UNIDAD DISOLUTORA,25962,PLAN MTTO INSP U. DISOLU SALJA 69963605,",",INSPECCIÓN SEMANAL UNIDAD DISOLUTARA,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Carlos Jaramillo,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,70946576,TANQUE DE AGUA DULCE,25935,PLAN MTTO INSP TANQ AD SALJA 70946576,",",INSPECCIÓN SEMANAL TK AGUA DULCE,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Carlos Jaramillo,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,70946577,TANQUE DISOLUTOR,25936,PLAN MTTO INSP TANQ DISOL SALJA 70946577,",",INSPECCIÓN SEMANAL TK DISOLUTOR,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Carlos Jaramillo,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,70946578,DOSIMAT 500,25937,PLAN MTTO INSP DOSIM 500 SALJA 70946578,",",INSPECCIÓN SEMANAL DOSIMAT 500,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Carlos Jaramillo,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,70946579,DOSIMAT 1100,25938,PLAN MTTO INSP DOSIM 1100 SALJA 70946579,",",INSPECCIÓN SEMANAL DOSIMAT 1100,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Carlos Jaramillo,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,70946580,TANQUE BT1,25939,PLAN MTTO INSP TANQ BT1 SALJA 70946580,",",INSPECCIÓN SEMANAL TK BT,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Carlos Jaramillo,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,70946581,TANQUE BT2,25940,PLAN MTTO INSP TANQ BT2 SALJA 70946581,",",INSPECCIÓN SEMANAL TK BT2,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Carlos Jaramillo,bajo,1
79,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,599665,INSPECTOR ELECTRONICO L2,25978,PLAN MTTO INSP INSPECTOR ELECT L2 599665,",",INSPECCIÓN  SEMANAL INSPECTOR HEUFT,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Castro Juan Esteban,bajo,3
79,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,528920,PROCESADOR DE BEBIDA L2,25973,PLAN MTTO INSP. PROCESADOR DE BEBIDAS L2,",",INSPECCIÓN SEMANAL PROCESADOR DE BEBIDAS L2,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Danny Alexander Castañeda,bajo,2
79,POSTOBÓN BELLO,0079-LINEA 2,LINEA DE ENVASADO 12 ONZ,50909402,DESPITILLADORA DE BOTELLAS L2,25993,PLAN MTTO INSP DESP BOT L2 50909402,",",INSPECCIÓN SEMANAL DESPITILLADORA BOT,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Castro Juan Esteban,bajo,1
79,POSTOBÓN BELLO,0079-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,508240,PRELAVADORA DE BOTELLONES,26189,PLAN MTTO INSP PRELAVA BOTELLO L6 508240,",",INSPECCIÓN SEMANAL PRELAVADORA BOTELLON,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",ALEJANDRO VELASQUEZ RAMIREZ,bajo,1
79,POSTOBÓN BELLO,0079-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,589696,CODIFICADOR BOTELLON 1620,37991,PLAN MTTO INSP CODIFICADOR L6 589696,",",INSPECCIÓN SEMANAL CODIFICADOR BOTELLON,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",ALEJANDRO VELASQUEZ RAMIREZ,bajo,1
79,POSTOBÓN BELLO,0079-LINEA VASOS,LINEA PARA LLENADO DE VASOS,71009203,CODIFICADOR VASOS,26202,PLAN MTTO INSP CODIFICA BOTE L6 71009203,",",INSPECCIÓN SEMANAL CODIFICADOR VASO,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",ALEJANDRO VELASQUEZ RAMIREZ,bajo,1
79,POSTOBÓN BELLO,0079-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,710130,LAVADORA DE BOTELLONES,26184,PLAN MTTO INSP LAVA BOTELLONES L6 710130,",",INSPECCIÓN SEMANAL LAVADORA BOTELLONES,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",ALEJANDRO VELASQUEZ RAMIREZ,bajo,1
79,POSTOBÓN BELLO,0079-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710178,LLENADORA DE BOLSAS LINEA 5,26054,PLAN MTTO INSP LLENADORA L5 710178,",",INSPECCIÓN SEMANAL LLENADORA DE BOLSAS,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUAN PETRO RAMOS,bajo,1
79,POSTOBÓN BELLO,0079-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,719514,LLENADORA DE BOTELLONES,26185,PLAN MTTO INSP LLENADOR BOTELL L6 719514,",",INSPECCIÓN SEMANAL LLENADORA BOTELLONES,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUAN PETRO RAMOS,bajo,2
79,POSTOBÓN BELLO,0079-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,719520,LAVADORA DE HUACALES,26186,PLAN MTTO INSP LAVA HUACALES L6 719520,",",INSPECCIÓN SEMANAL LAVADORA HUACALES,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",ALEJANDRO VELASQUEZ RAMIREZ,bajo,1
79,POSTOBÓN BELLO,0079-PLANTA DE AGUAS A CRISTAL,TRATAMIENTO DE AGUA PARA AGUA CRISTAL,70949017,BOMBA (EQUIPO OZOCAN),26141,PLAN MTTO INSP BO3W7 AGCPTAP 70949017,",",INSPECCIÓN SEMANAL BOMBA OZOCAN,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",ALEJANDRO VELASQUEZ RAMIREZ,bajo,1
79,POSTOBÓN BELLO,0079-PLANTA DE AGUAS A CRISTAL,TRATAMIENTO DE AGUA PARA AGUA CRISTAL,70962820,TANQUE ALMACENAMIENTO AGUA,26145,PLAN MTTO INSP TANQAGUA AGCPTAP 70962820,",",INSPECCIÓN SEMANAL TK ALM AGUA,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",ALEJANDRO VELASQUEZ RAMIREZ,bajo,1
79,POSTOBÓN BELLO,0079-PLANTA DE AGUAS A CRISTAL,TRATAMIENTO DE AGUA PARA AGUA CRISTAL,70962821,TANQUE DE CONTACTO OZONO,26146,PLAN MTTO INSP TANQ O3 AGCPTAP 70962821,",",INSPECCIÓN SEMANAL TK CONTACTO OZ,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",YESID MURILLO ALTAMIRANO,bajo,1
79,POSTOBÓN BELLO,0079-PLANTA DE AGUAS A CRISTAL,TRATAMIENTO DE AGUA PARA AGUA CRISTAL,70962822,TANQUE ACERO INOXIDABLE BUFFER,26147,PLAN MTTO INSP TINOX B AGCPTAP 70962822,",",INSPECCIÓN SEMANAL TK BUFFER,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",YESID MURILLO ALTAMIRANO,bajo,1
79,POSTOBÓN BELLO,0079-PLANTA DE AGUAS A CRISTAL,TRATAMIENTO DE AGUA PARA AGUA CRISTAL,70962835,FILTRO DE CARBON N° 7,26148,PLAN MTTO INSP FCARBON1 AGCPTAP 70962835,",",INSPECCIÓN SEMANAL FILTRO CARBON 7,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",YESID MURILLO ALTAMIRANO,bajo,1
79,POSTOBÓN BELLO,0079-PLANTA DE AGUAS A CRISTAL,TRATAMIENTO DE AGUA PARA AGUA CRISTAL,70962841,TANQUE ALMACENAMIENTO AGUA RECUPERADA,26149,PLAN MTTO INSP TANQAREC AGCPTAP 70962841,",",INSPECCIÓN SEMANAL TK AGUA RECUPERADA,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",YESID MURILLO ALTAMIRANO,bajo,1
79,POSTOBÓN BELLO,0079-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,71017802,CODIFICADOR DE BOLSA 360 CC NRO.1,29820,PLAN MTTO INSP CODI BOLSA 360#1 71017802,",",INSPECCIÓN SEMANAL CODIFICAD BOLSA 360-1,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUAN PETRO RAMOS,bajo,1
79,POSTOBÓN BELLO,0079-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,71013001,GENERADOR DE OZONO W1,26190,PLAN MTTO INSP GENE OZONO W1 L6 71013001,",",INSPECCIÓN SEMANAL GENERADOR DE OZONO W1,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",ALEJANDRO VELASQUEZ RAMIREZ,bajo,1
79,POSTOBÓN BELLO,0079-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,71017804,TRANSPORTADOR BOLSA INCLUYE 360 Y 6 LTS,26074,PLAN MTTO INSP TRANSPORTADOR L5 71017804,",",INSPECCIÓN SEMANAL TRANSP BOLSAS 360 6L,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",ALEJANDRO VELASQUEZ RAMIREZ,bajo,2
79,POSTOBÓN BELLO,0079-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,71951401,TUNELTERMOENCOGIDO PRECINTA BOTELLON,26201,PLAN MTTO INSP TUNEL.TERMOEN L6 71951401,",",INSPECCIÓN SEMANAL TUNEL TERMOENCOGIDO,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",ALEJANDRO VELASQUEZ RAMIREZ,bajo,1
79,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,649597,COMPRESOR DE AIRE AS 20,26067,PLAN MTTO INSP. COMPRESOR DE AIRE AS 20,",",INSPECCIÓN SEMANAL COMPRESOR DE AIRE AS 20,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",YESID MURILLO ALTAMIRANO,bajo,1
79,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,659633,TANQUE HORIZONTAL COMBUSTIBLE,26069,PLAN MTTO INSP TAN HO COMB AGC EA 659633,",",INSPECCIÓN  SEMANAL TK COMBUSTIBLE,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",YESID MURILLO ALTAMIRANO,bajo,1
79,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,689635,REDES HIDRAULICAS Y NEUMATICAS,26081,PLAN MTTO INSP R. HIDR&NEU AGC EA 689635,",",INSPECCIÓN  SEMANAL REDES HIDRA NEUMA,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",YESID MURILLO ALTAMIRANO,bajo,2
79,POSTOBÓN BELLO,0079-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,709624,LAMPARA INSPECCION BOTELLON,26183,PLAN MTTO INSP LAMPARA INSPECC L6 709624,",",INSPECCIÓN SEMANAL LAMPARA INSPECCIÓN,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",YESID MURILLO ALTAMIRANO,bajo,1
79,POSTOBÓN BELLO,0079-LINEA GARRAFAS,LINEA PARA LLENADO DE GARRAFAS,718369,LLENADORA DE GARRAFAS,26059,PLAN MTTO INSP LLENADORA L8 718369,",",INSPECCIÓN SEMANAL LLENADORA GARRAFAS,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUAN PETRO RAMOS,bajo,1
79,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,749637,REDES ELECTRICAS AGC,26083,PLAN MTTO INSP REDES ELEC AGC EA 749637,",",INSPECCIÓN  SEMANAL REDES ELECTRICAS,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUAN PETRO RAMOS,bajo,2
79,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,820156,SECADOR REGENERATIVO,26085,PLAN MTTO INSP. SECADOR REGENERATIVO,",",INSPECCIÓN SEMANAL SECADOR REGENERATIVO,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",YESID MURILLO ALTAMIRANO,bajo,1
79,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,65937402,TANQUE DIARIO ACPM CALDERAS,26088,PLAN MTTO INSP TA ACPM C AGC EA 65937402,",",INSPECCIÓN  SEMANAL TK ACPM,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",YESID MURILLO ALTAMIRANO,bajo,1
79,POSTOBÓN BELLO,0079-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,71017803,CODIFICADOR DE BOLSA 360 CC NRO.2,29851,PLAN MTTO INSP CODI BOLSA 360#2 71017802,",",INSPECCIÓN SEMANAL CODIFICAD BOLSA 360-2,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUAN PETRO RAMOS,bajo,1
79,POSTOBÓN BELLO,0079-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,74926901,SUBESTACION ELECTRICA AGUA CRISTAL,26073,PLAN MTTO INSP SUBESTAC AGC EA 74926901,",",INSPECCIÓN ELEC SEMANAL SUBESTACIÓN ELEC,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUAN PETRO RAMOS,bajo,1
79,POSTOBÓN BELLO,0079-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,71021701,CODIFICADOR DE BOLSA 6 LTS,26075,PLAN MTTO INSP CODIFICADOR L9 71021701,",",INSPECCIÓN SEMANAL CODIFICADOR DE BOLSAS,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",DUAN PETRO RAMOS,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69963101,TINA 16,25955,PLAN MTTO INSP TINA 16 SALJA 69963101,",",INSPECCIÓN SEMANAL TINA 16,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Diego Munera,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69963102,TINA 17,25956,PLAN MTTO INSP TINA 17 SALJA 69963102,",",INSPECCIÓN SEMANAL TINA 17,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Diego Munera,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69963104,TINA 13,25966,PLAN MTTO INSP TINA 13 SALJA 69963104,",",INSPECCIÓN SEMANAL TINA 13,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Diego Munera,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69963105,TINA 14,25965,PLAN MTTO INSP TINA 14 SALJA 69963105,",",INSPECCIÓN SEMANAL TINA 14,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Diego Munera,bajo,1
79,POSTOBÓN BELLO,0079-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69963106,TINA 15,25964,PLAN MTTO INSP TINA 15 SALJA 69963106,",",INSPECCIÓN SEMANAL TINA 15,REVISIÓN Y VERIFICACIÓN DEL ESTADO DEL EQUIPO Y SUS COMPONENTES,PM02,LIB.,",",Diego Munera,bajo,1
